bedroc20,budget,coverage,ef1,ef10,ef5,eval_coverage,eval_mean_depth,eval_n,fold,jobs_used,max_depth,mean_depth,n_docked,phi,policy,pr_auc,recall1,recall10,recall5,receptor_usage,ref_pr_auc,role,stages,target_id
0.4812592331481122,4800,0.755,2.5,1.6666666666666665,3.333333333333333,0.7416666666666667,9.561797752808989,120,1,3858,15,8.516556291390728,453,mean,s4_scaffold50,0.4227445477941487,0.041666666666666664,0.16666666666666666,0.16666666666666666,15,0.3777867443659651,primary,scaffold_representatives|expand_top_groups,MK14
0.7117350460788598,600,1.0,5.0,3.333333333333333,4.166666666666667,1.0,1.0,120,1,600,1,1.0,600,mean,s5_score_oracle,0.5169640470863937,0.08333333333333333,0.3333333333333333,0.20833333333333334,15,0.3777867443659651,primary,score_oracle,MK14
0.7207963524122379,1200,1.0,5.0,3.333333333333333,4.166666666666667,1.0,2.0,120,1,1200,2,2.0,600,mean,s5_score_oracle,0.5277287659720545,0.08333333333333333,0.3333333333333333,0.20833333333333334,15,0.3777867443659651,primary,score_oracle,MK14
0.6085186303427361,2400,1.0,5.0,2.0833333333333335,3.333333333333333,1.0,4.0,120,1,2400,4,4.0,600,mean,s5_score_oracle,0.47763839823661863,0.08333333333333333,0.20833333333333334,0.16666666666666666,15,0.3777867443659651,primary,score_oracle,MK14
0.576049788207414,3600,1.0,5.0,2.0833333333333335,3.333333333333333,1.0,6.0,120,1,3600,6,6.0,600,mean,s5_score_oracle,0.4632141516916842,0.08333333333333333,0.20833333333333334,0.16666666666666666,15,0.3777867443659651,primary,score_oracle,MK14
0.5304127826539501,4800,1.0,5.0,2.0833333333333335,3.333333333333333,1.0,8.0,120,1,4800,8,8.0,600,mean,s5_score_oracle,0.4421325625174258,0.08333333333333333,0.20833333333333334,0.16666666666666666,15,0.3777867443659651,primary,score_oracle,MK14
0.4066113010382992,600,1.0,2.5,1.6666666666666665,1.6666666666666665,1.0,1.0,120,1,600,1,1.0,600,min,s1_width,0.3777867443659651,0.041666666666666664,0.16666666666666666,0.08333333333333333,1,0.3777867443659651,primary,width,MK14
0.4066113010382992,1200,1.0,2.5,1.6666666666666665,1.6666666666666665,1.0,1.0,120,1,600,1,1.0,600,min,s1_width,0.3777867443659651,0.041666666666666664,0.16666666666666666,0.08333333333333333,1,0.3777867443659651,primary,width,MK14
0.4066113010382992,2400,1.0,2.5,1.6666666666666665,1.6666666666666665,1.0,1.0,120,1,600,1,1.0,600,min,s1_width,0.3777867443659651,0.041666666666666664,0.16666666666666666,0.08333333333333333,1,0.3777867443659651,primary,width,MK14
0.4066113010382992,3600,1.0,2.5,1.6666666666666665,1.6666666666666665,1.0,1.0,120,1,600,1,1.0,600,min,s1_width,0.3777867443659651,0.041666666666666664,0.16666666666666666,0.08333333333333333,1,0.3777867443659651,primary,width,MK14
0.4066113010382992,4800,1.0,2.5,1.6666666666666665,1.6666666666666665,1.0,1.0,120,1,600,1,1.0,600,min,s1_width,0.3777867443659651,0.041666666666666664,0.16666666666666666,0.08333333333333333,1,0.3777867443659651,primary,width,MK14
0.4066113010382992,600,1.0,2.5,1.6666666666666665,1.6666666666666665,1.0,1.0,120,1,600,1,1.0,600,min,s2_uniform,0.3777867443659651,0.041666666666666664,0.16666666666666666,0.08333333333333333,1,0.3777867443659651,primary,uniform,MK14
0.6327365062037994,1200,1.0,5.0,2.5,4.166666666666667,1.0,2.0,120,1,1200,2,2.0,600,min,s2_uniform,0.4739465387318004,0.08333333333333333,0.25,0.20833333333333334,2,0.3777867443659651,primary,uniform,MK14
0.6600671777600061,2400,1.0,5.0,2.5,4.166666666666667,1.0,4.0,120,1,2400,4,4.0,600,min,s2_uniform,0.4863210723219866,0.08333333333333333,0.25,0.20833333333333334,4,0.3777867443659651,primary,uniform,MK14
